OBJECTID,St_label,StreetName,Labelside
2647,Broadway,W 91st St,R
2650,Broadway,W 91st St,
2651,Broadway,W 91st St,L
2654,Broadway,W 87th St,L
2657,Columbus Avenue,W 77th St,R
2658,Columbus Avenue,W 81st St,R
2659,Columbus Avenue,W 81st St,R
2664,Columbus Avenue,W 82nd St,R
2665,Columbus Avenue,W 82nd St,R
2666,Columbus Avenue,W 82nd St,R
2667,Columbus Avenue,W 82nd St,R
2668,Columbus Avenue,W 82nd St,R
2672,Columbus Avenue,W 83rd St,R
2673,Columbus Avenue,W 83rd St,R
2674,Columbus Avenue,W 83rd St,R
2675,Columbus Avenue,W 83rd St,R
2676,Columbus Avenue,W 83rd St,R
2677,Columbus Avenue,W 83rd St,R
2681,Columbus Avenue,W 84th St,R
2682,Columbus Avenue,W 84th St,R
2683,Columbus Avenue,W 84th St,R
2684,Columbus Avenue,W 84th St,R
2688,Columbus Avenue,W 85th St,R
2689,Columbus Avenue,W 85th St,R
2692,Columbus Avenue,W 86th St,R
2694,Columbus Avenue,W 86th St,R
2695,Columbus Avenue,W 86th St,R
2700,Columbus Avenue,W 87th St,R
2701,Columbus Avenue,W 87th St,R
2702,Columbus Avenue,W 87th St,R
2703,Columbus Avenue,W 87th St,R
2708,Columbus Avenue,W 88th St,R
2709,Columbus Avenue,W 88th St,R
2710,Columbus Avenue,W 77th St,L
2711,Columbus Avenue,W 77th St,L
2713,Columbus Avenue,W 78th St,L
2714,Columbus Avenue,W 78th St,L
2715,Columbus Avenue,W 78th St,
2718,Columbus Avenue,W 79th St,L
2719,Columbus Avenue,W 79th St,L
2724,Columbus Avenue,W 80th St,L
2725,Columbus Avenue,W 80th St,L
2726,Columbus Avenue,W 80th St,L
2727,Columbus Avenue,W 80th St,L
2728,Columbus Avenue,W 80th St,L
2733,Columbus Avenue,W 81st St,L
2734,Columbus Avenue,W 81st St,L
2735,Columbus Avenue,W 81st St,L
2739,Columbus Avenue,W 82nd St,L
2740,Columbus Avenue,W 82nd St,L
2741,Columbus Avenue,W 82nd St,L
2742,Columbus Avenue,W 82nd St,L
2743,Columbus Avenue,W 82nd St,L
2747,Columbus Avenue,W 83rd St,L
2748,Columbus Avenue,W 83rd St,L
2752,Columbus Avenue,W 85th St,L
2753,Columbus Avenue,W 85th St,L
2766,Columbus Avenue,W 87th St,L
2767,Columbus Avenue,W 87th St,L
2768,Columbus Avenue,W 87th St,L
2775,Columbus Avenue,W 88th St,L
2778,Columbus Avenue,W 89th St,L
2779,Columbus Avenue,W 89th St,L
2780,Columbus Avenue,W 89th St,L
2783,Columbus Avenue,W 90th St,L
2784,Columbus Avenue,W 90th St,L
2787,Columbus Avenue,W 91st St,L
2789,Columbus Avenue,W 89th St,R
2790,Columbus Avenue,W 89th St,R
2791,Columbus Avenue,W 90th St,R
2793,Columbus Avenue,W 91st St,R
2794,Columbus Avenue,W 85th St,R
2795,Columbus Avenue,W 90th St,L
2798,Columbus Avenue,,R
2799,Columbus Avenue,W 88th St,R
2800,Columbus Avenue,W 88th St,L
2802,Columbus Avenue,W 88th St,L
2803,Amsterdam Avenue,W 76th St,R
2807,Amsterdam Avenue,W 92nd St,R
2811,Amsterdam Avenue,W 93rd St,R
2812,Amsterdam Avenue,W 93rd St,R
2813,Amsterdam Avenue,W 93rd St,R
2816,Amsterdam Avenue,W 94th St,
2819,Amsterdam Avenue,W 95th St,R
2823,Amsterdam Avenue,W 96th St,R
2824,Amsterdam Avenue,W 91st St,L
2830,Amsterdam Avenue,W 92nd St,L
2831,Amsterdam Avenue,W 92nd St,L
2832,Amsterdam Avenue,W 92nd St,L
2841,Amsterdam Avenue,W 93rd St,L
2842,Amsterdam Avenue,W 93rd St,L
2844,Amsterdam Avenue,W 94th St,L
2845,Amsterdam Avenue,W 94th St,L
2846,Amsterdam Avenue,W 94th St,L
2852,Amsterdam Avenue,W 95th St,L
2853,Amsterdam Avenue,W 95th St,L
2854,Amsterdam Avenue,W 95th St,L
2855,Amsterdam Avenue,W 95th St,L
2862,Amsterdam Avenue,W 92nd St,R
2864,Amsterdam Avenue,,R
2865,Amsterdam Avenue,W 104th St,R
2866,Amsterdam Avenue,,R
2872,Amsterdam Avenue,W 106th St,R
2873,Amsterdam Avenue,W 106th St,R
2881,Amsterdam Avenue,W 107th St,R
2882,Amsterdam Avenue,W 107th St,R
2883,Amsterdam Avenue,W 107th St,R
2888,Amsterdam Avenue,W 108th St,R
2889,Amsterdam Avenue,W 108th St,R
2890,Amsterdam Avenue,W 108th St,R
2895,Amsterdam Avenue,W 109th St,R
2897,Amsterdam Avenue,W 101st St,L
2898,Amsterdam Avenue,W 101st St,L
2904,Amsterdam Avenue,W 102nd St,L
2906,Amsterdam Avenue,W 103rd St,L
2913,Amsterdam Avenue,W 104th St,L
2914,Amsterdam Avenue,W 104th St,L
2921,Amsterdam Avenue,W 105th St,L
2931,Amsterdam Avenue,W 106th St,L
2938,Amsterdam Avenue,W 107th St,L
2939,Amsterdam Avenue,W 107th St,L
2949,Amsterdam Avenue,W 108th St,L
2950,Amsterdam Avenue,W 108th St,L
2955,Amsterdam Avenue,W 109th St,L
2956,Amsterdam Avenue,W 109th St,L
2963,Amsterdam Avenue,W 94th St,R
2965,Amsterdam Avenue,W 109th St,L
2966,Amsterdam Avenue,W 102nd St,L
2968,Broadway,W 91st St,R
2969,Broadway,W 91st St,L
2970,Broadway,W 92nd St,L
2975,Broadway,W 92nd St,R
2977,Broadway,W 92nd St,L
2978,Broadway,W 92nd St,L
2990,Broadway,W 93rd St,R
2992,Broadway,W 93rd St,L
2993,Broadway,W 93rd St,L
3002,Broadway,W 94th St,R
3005,Broadway,W 94th St,L
3006,Broadway,W 94th St,R
3007,Broadway,W 94th St,L
3008,Broadway,W 95th St,L
3015,Broadway,W 95th St,R
3016,Broadway,W 95th St,R
3019,Broadway,W 95th St,L
3024,Broadway,W 96th St,L
3025,Broadway,W 96th St,R
3030,Broadway,W 92nd St,R
3031,Broadway,W 93rd St,
3036,Broadway,W 96th St,R
3039,Broadway,W 97th St,R
3040,Broadway,W 97th St,R
3041,Broadway,W 97th St,R
3050,Broadway,W 98th St,R
3051,Broadway,W 98th St,R
3052,Broadway,W 98th St,R
3053,Broadway,W 98th St,R
3069,SixthAvenue,W 16th St,L
3070,SixthAvenue,W 15th St,L
3073,SixthAvenue,W 20th St,
3117,Broadway,W 94th St,R
3118,Columbus Avenue,W 92nd St,L
3122,Second Avenue,E 33rd St,
3125,Lafayette Street,Walker St,R
3137,Wall Street,Hanover St,L
3142,Water Street,Fletcher St,L
3143,Water Street,Gouverneur Ln,R
3153,Avenue C,E 10th St,L
3175,SixthAvenue,Prince St,R
3176,SixthAvenue,Prince St,R
3179,SixthAvenue,Vandam St,L
3180,SixthAvenue,Vandam St,L
3202,Broadway,W 168th St,L
3205,Broadway,W 172nd St,L
3209,Broadway,W 172nd St,L
3210,Broadway,W 172nd St,L
3211,Broadway,W 172nd St,L
3212,Broadway,W 172nd St,R
3220,Broadway,W 173rd St,L
3276,Fort Washington Avenue,W 187th St,L
3293,187th Street,Pinehurst Ave,L
3294,187th Street,Cabrini Blvd,L
3302,Broadway,W 136th St,R
3307,Ninth Avenue,W 25th St,L
3309,Eighth Avenue,W 28th St,R
3312,,4th Ave,
3313,Broadway,W 225th St,L
3314,Broadway,W 225th St,L
3339,Broadway,W 228th St,L
3357,Church Street,Franklin St,L
3362,Seventh Avenue,Broadway,R
3368,Gansevoort Street,,R
3372,Second Avenue,E 11th St,R
3381,Stanton Street,Delancey St,R
3382,Tenth Avenue,,R
3390,Madison Avenue,E 74th St,L
3407,Third Avenue,E 118th St,L
3408,Third Avenue,E 118th St,L
3413,Third Avenue,E 118th St,R
3414,Third Avenue,E 118th St,R
3420,Third Avenue,E 119th St,R
3421,Third Avenue,E 119th St,L
3426,Third Avenue,E 119th St,L
3427,Third Avenue,E 119th St,R
3431,Third Avenue,E 120th St,R
3433,Third Avenue,E 120th St,L
3434,Third Avenue,E 120th St,L
3435,Third Avenue,E 120th St,L
3438,Third Avenue,E 121st St,L
3439,Third Avenue,E 121st St,L
3443,Third Avenue,E 122nd St,L
3444,Third Avenue,E 122nd St,L
3445,Third Avenue,E 122nd St,R
3448,Third Avenue,E 121st St,R
3449,Third Avenue,E 121st St,R
3450,Third Avenue,E 122nd St,L
3451,Third Avenue,E 122nd St,L
3456,Third Avenue,E 123rd St,L
3457,Third Avenue,E 123rd St,L
3458,Third Avenue,E 123rd St,L
3459,Third Avenue,E 123rd St,R
3461,Third Avenue,E 122nd St,R
3462,Third Avenue,E 123rd St,L
3463,Third Avenue,E 123rd St,L
3468,Third Avenue,E 124th St,L
3469,Third Avenue,E 124th St,R
3475,Third Avenue,E 123rd St,R
3476,Third Avenue,E 124th St,L
3480,Third Avenue,E 110th St,L
3481,Third Avenue,E 110th St,L
3485,Third Avenue,E 111th St,L
3486,Third Avenue,E 111th St,L
3488,Third Avenue,E 110th St,R
3489,Third Avenue,E 111th St,R
3490,Third Avenue,E 111th St,R
3495,Third Avenue,E 112th St,R
3496,Third Avenue,E 112th St,L
3497,Third Avenue,E 112th St,L
3507,Third Avenue,E 111th St,L
3511,First Avenue,E 109th St,L
3517,First Avenue,E 112th St,L
3518,First Avenue,E 114th St,R
3519,First Avenue,E 114th St,R
3520,First Avenue,E 114th St,R
3526,First Avenue,E 115th St,R
3527,First Avenue,E 115th St,R
3528,First Avenue,E 115th St,R
3535,First Avenue,E 116th St,L
3544,First Avenue,E 115th St,L
3545,First Avenue,E 116th St,R
3557,First Avenue,E 117th St,L
3563,First Avenue,E 118th St,R
3564,First Avenue,E 118th St,R
3571,First Avenue,E 120th St,L
3572,First Avenue,E 120th St,L
3579,First Avenue,E 119th St,L
3580,First Avenue,E 119th St,L
3584,First Avenue,E 118th St,L
3587,Second Avenue,E 110th St,R
3593,Second Avenue,E 110th St,L
3594,Second Avenue,E 110th St,L
3599,Second Avenue,E 111th St,L
3600,Second Avenue,E 111th St,R
3606,Second Avenue,E 112th St,R
3611,Second Avenue,E 112th St,L
3612,Second Avenue,E 115th St,R
3619,Second Avenue,E 115th St,L
3624,Second Avenue,E 116th St,L
3627,Second Avenue,E 116th St,R
3631,Second Avenue,E 117th St,R
3632,Second Avenue,E 117th St,L
3637,Second Avenue,E 117th St,R
3643,Second Avenue,E 118th St,L
3644,Second Avenue,E 118th St,L
3649,Second Avenue,E 119th St,L
3653,Second Avenue,E 120th St,R
3658,Second Avenue,E 121st St,L
3662,Second Avenue,E 122nd St,L
3663,Second Avenue,E 122nd St,L
3665,Second Avenue,E 123rd St,L
3671,Second Avenue,E 124th St,L
3672,Second Avenue,E 124th St,L
3674,East 124th Street,2nd Ave,R
3680,Madison Avenue,E 102nd St,L
3682,Madison Avenue,E 103rd St,L
3683,Madison Avenue,E 105th St,L
3690,Madison Avenue,E 104th St,L
3695,Madison Avenue,E 107th St,L
3698,Madison Avenue,E 108th St,L
3702,Madison Avenue,E 109th St,L
3703,Madison Avenue,E 109th St,L
3710,Madison Avenue,E 110th St,L
3711,Madison Avenue,E 110th St,L
3714,Madison Avenue,E 111th St,R
3724,Madison Avenue,E 115th St,R
3731,Madison Avenue,E 117th St,L
3736,Madison Avenue,E 117th St,R
3737,Madison Avenue,E 117th St,R
3742,Madison Avenue,E 118th St,R
3746,Madison Avenue,E 119th St,R
3749,Madison Avenue,E 118th St,L
3751,Madison Avenue,E 124th St,L
3753,124th Street,Madison Ave,R
3764,Lexington Avenue,E 99th St,R
3769,Lexington Avenue,E 107th St,R
3780,Lexington Avenue,E 106th St,R
3787,Lexington Avenue,E 108th St,R
3794,Lexington Avenue,E 109th St,R
3795,Lexington Avenue,E 109th St,R
3802,Lexington Avenue,E 110th St,R
3823,Lexington Avenue,E 112th St,R
3824,Lexington Avenue,E 115th St,R
3830,Lexington Avenue,E 115th St,L
3843,Lexington Avenue,E 117th St,L
3845,Lexington Avenue,E 118th St,R
3855,Lexington Avenue,E 122nd St,L
3859,Lexington Avenue,E 122nd St,R
3860,Lexington Avenue,E 122nd St,R
3866,Lexington Avenue,E 123rd St,R
3869,Lexington Avenue,E 123rd St,L
3880,Lexington Avenue,E 124th St,L
3882,116th Street,,R
3920,Ludlow Street,Hester St,L
3928,Ludlow Street,Hester St,R
3976,Amsterdam Avenue,W 76th St,L
3982,Eighth Avenue,W 12th St,R
4009,Avenue C,E 5th St,R
4014,Maiden Lane,Liberty Pl,L
4023,34th Street,,R
4026,34th Street,,L
4027,34th Street,,R
4028,34th Street,Lincoln Tunnel Expy,R
4030,34th Street,Lincoln Tunnel Expy,L
4044,Broadway,Fulton St,L
4068,Second Avenue,E 73rd St,L
4070,Second Avenue,E 71st St,
4074,Second Avenue,E 60th St,L
4079,Hudson Street,Beach St,L
4081,Hudson Street,Holland Tunnel,R
4083,Hudson Street,8/8/2012,L
4084,Hudson Street,Holland Tunnel,
4089,Hudson Street,Holland Tunnel,R
4090,Hudson Street,Charlton St,L
4093,Hudson Street,W Houston St,
4098,Hudson Street,Morton St,L
4105,Hudson Street,Barrow St,L
4106,Hudson Street,Barrow St,
4108,Hudson Street,Barrow St,R
4114,Hudson Street,W 10th St,L
4116,Hudson Street,Charles St,
4117,Hudson Street,W 11th St,
4119,Hudson Street,Horatio St,
4120,Hudson Street,Gansevoort St,L
4123,Washington Street,Leroy St,R
4126,Washington Street,Leroy St,L
4138,Washington Street,W 12th St,L
4144,Washington Street,Bank St,R
4147,Washington Street,W 11th St,R
4151,Washington Street,Perry St,R
4152,Washington Street,W 11th St,L
4154,Washington Street,Charles Ln,L
4155,Washington Street,Charles Ln,L
4156,Washington Street,Charles St,L
4157,Washington Street,Charles St,L
4159,Washington Street,W 10th St,L
4160,Washington Street,Charles St,R
4169,Washington Street,Christopher St,R
4173,Avenue A,E 10th St,R
4184,Second Avenue,E 88th St,L
4192,Wall Street,Pearl St,L
4193,Pine Street,William St,L
4194,Columbus Avenue,W 70th St,
4195,Union Square,E 15th St,
4196,Broadway,Union Sq W,L
4198,Broadway,Amsterdam Ave,
4200,Fifth Avenue,E 35th St,R
4206,Fifth Avenue,W 54th St,L
4223,Greenwich Street,Jane St,R
4235,Greenwich Street,Bank St,R
4242,Greenwich Street,W 11th St,R
4251,Greenwich Street,Charles St,
4257,Greenwich Street,W 10th St,L
4258,Greenwich Street,W 10th St,R
4270,Greenwich Street,Morton St,L
4276,Greenwich Street,Leroy St,R
4277,Greenwich Street,Leroy St,L
4285,Greenwich Street,Watts St,
4294,Fourth Avenue,E 9th St,R
4300,Fourth Avenue,E 10th St,R
4301,Fourth Avenue,E 10th St,R
4302,Fourth Avenue,Lafayette St,L
4303,Fourth Avenue,E 10th St,L
4305,York Avenue,E 83rd St,L
4306,York Avenue,E 81st St,R
4308,York Avenue,E 76th St,L
4309,York Avenue,E 76th St,L
4317,York Avenue,E 75th St,L
4318,York Avenue,E 76th St,R
4325,Lexington Avenue,E 49th St,R
4326,Lexington Avenue,E 48th St,L
4329,Lexington Avenue,E 40th St,R
4341,Church Street,Lispenard St,R
4414,Eighth Street,Astor Pl,L
4416,Eighth Street,Astor Pl,L
4463,56th Street,Parking,R
4613,Seventh Avenue,W 4th St,L
4637,Fulton Street,Dutch St,
4644,Fulton Street,Dutch St,L
4663,Fulton Street,Gold St,L
4664,Fulton Street,Gold St,L
4667,Fulton Street,Gold St,L
4668,Fulton Street,Gold St,L
4669,Fulton Street,John Delury Sr Plz,L
4670,Fulton Street,Ryders Aly,L
4679,Seventh Avenue,W 33rd St,R
4680,West Broadway,Laguardia Pl,L
4681,Greenwich Avenue,W 11th St,R
4687,Greenwich Avenue,W 12th St,R
4690,Greenwich Avenue,Christopher St,L
4691,Greenwich Avenue,Christopher St,L
4692,Greenwich Avenue,Christopher St,L
4693,Greenwich Avenue,Christopher St,L
4697,Columbus Avenue,W 105th St,
4699,Columbus Avenue,W 95th St,L
4710,Canal Street,Eldridge St,R
4716,Canal Street,7/19/2007,L
4726,Canal Street,Orchard St,R
4727,Canal Street,Orchard St,L
4741,Canal Street,Ludlow St,R
4753,Canal Street,Division St,L
4754,Canal Street,Division St,L
4755,Canal Street,Division St,L
4756,Canal Street,Division St,L
4758,Pitt Street,E Houston St,R
4767,Pitt Street,Rivington St,L
4769,Pitt Street,Rivington St,L
4781,Pitt Street,Delancey St,L
4872,Delancey Street,,L
4879,Delancey Street,Eldridge St,L
4885,Delancey Street,Eldridge St,R
4893,Third Avenue,E 53rd St,R
4896,Ninth Avenue,W 54th St,R
4898,Ninth Avenue,Candy/Gifts/Cards,R
4901,Columbus Circle,Broadway,L
4902,Eighth Avenue,W 58th St,
4911,Columbus Circle,W 58th St,L
4912,Columbus Circle,Broadway,L
4915,Eighth Avenue,W 45th St,
4918,Broadway,W 39th St,R
4923,Canal Street,Baxter St,R
4924,Canal Street,Baxter St,Rt
4935,Canal Street,Division St,L
4936,Canal Street,Division St,L
4972,Mulberry Street,Hester St,R
4988,First Avenue,E 103rd St,
4990,First Avenue,E 92nd St,R
4993,Mott Street,Kenmare St,L
5027,Mott Street,Grand St,R
5062,Mott Street,Hester St,R
5086,Broadway,W 82nd St,R
5090,Broadway,West End Ave,L
5093,Madison Avenue,E 33rd St,
5094,Madison Avenue,E 33rd St,
5101,Bowery,E 1st St,R
5115,Bowery,Bayard St,L
5116,Bowery,Bayard St,L
5117,Bowery,Bayard St,L
5118,Bowery,Bayard St,L
5121,Bowery,Pell St,L
5122,Bowery,Pell St,L
5123,Bowery,Pell St,L
5124,Bowery,Pell St,L
5125,Bowery,Pell St,L
5130,Bowery,Doyers St,L
5131,Bowery,Doyers St,L
5132,Bowery,Doyers St,L
5133,Bowery,Doyers St,L
5134,Bowery,Doyers St,L
5135,Bowery,Chatham Sq,L
5136,Bowery,Chatham Sq,L
5137,Bowery,Chatham Sq,L
5138,Bowery,Chatham Sq,L
5139,Bowery,Chatham Sq,L
5140,Bowery,Chatham Sq,L
5141,Bowery,Mott St,L
5142,Bowery,Division St,R
5179,Elizabeth Street,Misc Service,R
5195,Elizabeth Street,Hester St,R
5209,Elizabeth Street,Hester St,L
5225,42nd Street,,R
5242,Varick Street,Beach St,R
5264,Orchard Street,Broome St,L
5293,Third Avenue,E 9th St,L
5294,Third Avenue,4th Ave,R
5298,Houston Street,Mulberry St,R
5302,Houston Street,Mulberry St,L
5303,Houston Street,Mulberry St,
5305,Second Avenue,,L
5330,Houston Street,Sullivan St,
5337,Houston Street,MacDougal St,R
5338,Houston Street,MacDougal St,R
5343,West Broadway,Laguardia Pl,L
5344,Houston Street,Laguardia Pl,R
5351,Elizabeth Street,Hester St,R
5406,Elizabeth Street,Bayard St,R
5408,Tenth Avenue,,R
5410,Tenth Avenue,W 29th St,
5412,Tenth Avenue,W 41st St,R
5421,SixthAvenue,W 17th St,L
5422,SixthAvenue,W 17th St,
5423,Greenwich Avenue,W 11th St,R
5428,Broadway,,L
5440,Broad Street,Marketfield St,L
5451,Columbus Avenue,W 70th St,R
5465,Water Street,Moore St,L
5467,Water Street,Moore St,L
5476,Water Street,Coenties Slip,L
5491,Water Street,Pine St,L
5504,Water Street,Fletcher St,R
5540,Park Avenue,E 19th St,L
5556,SixthAvenue,W 18th St,
5557,SixthAvenue,W 18th St,L
5560,Bleeker Street,Christopher St,
5561,Church Street,Barclay St,R
5563,Bowery,E 1st St,R
5580,Third Avenue,E 85th St,R
5581,Third Avenue,E 104th St,R
5586,Avenue C,E 12th St,L
5587,Second Avenue,,L
5588,Second Avenue,,R
5589,First Avenue,E 20th St,L
5590,First Avenue,E 20th St,L
5595,First Avenue,E 19th St,L
5596,Avenue A,E 14th St,L
5607,First Avenue,E 75th St,L
5620,Ninth Avenue,W 35th St,R
5621,Ninth Avenue,W 35th St,R
5628,Ninth Avenue,W 36th St,R
5629,Ninth Avenue,,L
5630,Ninth Avenue,W 36th St,R
5636,Ninth Avenue,W 37th St,R
5637,Ninth Avenue,,L
5638,Ninth Avenue,W 37th St,L
5639,Ninth Avenue,W 37th St,R
5646,Ninth Avenue,W 38th St,R
5647,Ninth Avenue,W 37th St,L
5653,Ninth Avenue,W 38th St,L
5654,Ninth Avenue,W 38th St,L
5661,Ninth Avenue,W 39th St,L
5662,Ninth Avenue,W 38th St,R
5663,,9th Ave,
5671,Ninth Avenue,W 39th St,R
5672,Ninth Avenue,W 39th St,L
5679,Ninth Avenue,W 40th St,L
5680,Ninth Avenue,W 39th St,R
5681,Ninth Avenue,W 39th St,R
5690,Ninth Avenue,W 40th St,R
5691,Ninth Avenue,W 40th St,R
5692,Ninth Avenue,W 40th St,L
5698,Seventh Avenue,W 54th St,L
5705,Broadway,W 66th St,
5709,Second Avenue,E 87th St,R
5711,Second Avenue,E 90th St,L
5799,Madison Avenue,E 65th St,R
5808,Third Avenue,E 117th St,L
5809,Third Avenue,E 117th St,L
5816,Third Avenue,E 117th St,R
5817,Third Avenue,E 117th St,R
5825,Third Avenue,E 116th St,
5829,Third Avenue,E 115th St,L
5837,Third Avenue,E 115th St,R
5838,Third Avenue,E 118th St,R
5839,Third Avenue,E 117th St,R
5841,Third Avenue,E 117th St,L
5846,Hudson Street,Clarkson St,L
5848,Fulton Street,Front St,L
5849,Fulton Street,Front St,L
5857,Fulton Street,Water St,R
5859,Fulton Street,Front St,R
5860,Fulton Street,Front St,R
5862,Fulton Street,South St,
5864,Seaport,,
5865,Seaport,,
5866,Seaport,,
5867,Seaport,,R
5868,Seaport,,
5869,Seaport,,
5870,Seaport,,
5871,Seaport,,
5874,Beekman Street,Front St,L
5875,Beekman Street,South St,L
5883,Peck Slip,Front St,R
5884,Peck Slip,Water St,L
5885,Peck Slip,Front St,L
5886,Peck Slip,Front St,L
5887,Fulton Street,Peck Slip,L
5889,Peck Slip,South St,L
5891,Peck Slip,South St,R
5920,Fifth Avenue,W 25th St,L
5921,Fifth Avenue,W 13th St,L
5932,42nd Street,,L
5940,Seventh Avenue,W 33rd St,L
5941,SixthAvenue,W 54th St,L
5942,SixthAvenue,W 28th St,L
5943,SixthAvenue,W 24th St,L
5949,Park Avenue,E 36th St,R
5950,Park Avenue,E 36th St,R
5962,Third Avenue,E 101st St,L
5966,Lexington Avenue,E 97th St,L
5978,Lexington Avenue,E 95th St,L
5979,Lexington Avenue,E 95th St,L
5988,Lexington Avenue,E 94th St,R
5989,Lexington Avenue,E 94th St,L
5996,Lexington Avenue,E 93rd St,L
5997,Lexington Avenue,E 94th St,R
6005,Lexington Avenue,E 93rd St,R
6006,Lexington Avenue,E 93rd St,R
6007,Lexington Avenue,E 93rd St,R
6010,Lexington Avenue,Misc Service,R
6013,Lexington Avenue,E 93rd St,L
6020,Bowery,E 3rd St,R
6022,Cooper Square,E 7th St,R
6023,Cooper Square,3rd Ave,R
6024,Cooper Square,3rd Ave,R
6025,Cooper Square,3rd Ave,R
6026,Cooper Square,3rd Ave,R
6027,SixthAvenue,W 43rd St,R
6031,Columbus Avenue,W 78th St,L
6044,Broadway,W 61st St,R
6058,Greenwich Street,Charlton St,
6062,SixthAvenue,W 21st St,L
6064,Third Avenue,E 66th St,
6070,Third Avenue,E 40th St,L
6072,Third Avenue,E 15th St,R
6076,Lexington Avenue,E 24th St,L
6081,Broadway,W 84th St,
6087,Amsterdam Avenue,W 69th St,R
6089,Broadway,W 32nd St,L
6090,Broadway,W 32nd St,L
6091,Broadway,W 32nd St,L
6097,Avenue C,E 9th St,R
6103,Eighth Avenue,W 40th St,R
6104,Broadway,W 66th St,
6108,SixthAvenue,W 22nd St,
6128,Broad Street,Bridge St,L
6129,Broad Street,S William St,R
6131,Lexington Avenue,E 51st St,R
6154,Fulton Street,John Delury Sr Plz,L
6155,Fulton Street,John Delury Sr Plz,L
6156,Fulton Street,John Delury Sr Plz,
6157,Fulton Street,John Delury Sr Plz,L
6163,Fulton Street,Cliff St,L
6164,Fulton Street,John Delury Sr Plz,R
6167,Fulton Street,Cliff St,R
6168,Fulton Street,Cliff St,
6169,Fulton Street,Cliff St,L
6170,Fulton Street,Cliff St,L
6179,Broadway,W 72nd St,L
6182,Broadway,Union Sq W,L
6190,Amsterdam Avenue,W 97th St,L
6191,Amsterdam Avenue,W 97th St,L
6197,Amsterdam Avenue,W 98th St,L
6199,Amsterdam Avenue,W 98th St,L
6200,Amsterdam Avenue,W 98th St,L
6202,Amsterdam Avenue,W 99th St,L
6210,Columbus Avenue,W 98th St,R
6211,Columbus Avenue,W 98th St,R
6212,Columbus Avenue,W 98th St,R
6213,Columbus Avenue,W 98th St,R
6223,SixthAvenue,W 10th St,L
6227,Seventh Avenue,W 48th St,L
6231,SixthAvenue,Downing St,L
6241,12th Street,Gansevoort St,R
6242,12th Street,Gansevoort St,R
6247,Lexington Avenue,E 76th St,
6248,Lexington Avenue,E 66th St,L
6255,Fulton Street,William St,R
6256,Fulton Street,Cliff St,
6258,Ninth Avenue,W 56th St,R
6278,42nd Street,7th Ave,
6281,Houston Street,Thompson St,R
6282,Broadway,W 80th St,L
6283,Lafayette Street,,R
6284,Lafayette Street,,R
6285,Lafayette Street,Great Jones St,R
6290,West Broadway,Worth St,R
6295,SixthAvenue,W 24th St,L
6297,Broadway,W 146th St,L
6303,Amsterdam Avenue,W 77th St,L
6305,Amsterdam Avenue,W 77th St,L
6314,First Avenue,E 22nd St,L
6315,First Avenue,E 22nd St,L
6316,First Avenue,E 22nd St,L
6317,First Avenue,E 22nd St,L
6318,First Avenue,E 22nd St,L
6325,First Avenue,E 21st St,L
6326,First Avenue,E 21st St,L
6327,First Avenue,E 21st St,L
6330,First Avenue,E 20th St,L
6331,First Avenue,E 20th St,L
6335,First Avenue,E 18th St,L
6340,Eighth Avenue,W 41st St,L
6341,Eighth Avenue,W 41st St,
6348,Ninth Avenue,W 45th St,
6349,Third Avenue,E 62nd St,R
6354,Park Avenue,E 59th St,R
6357,Park Avenue,E 59th St,L
6359,Seventh Avenue,W 45th St,
6362,Seventh Avenue,W 48th St,L
6366,Bowery,E 3rd St,R
6369,Bowery,Pell St,L
