OBJECTID,label,StreetNa_1,county,labelDirec,Angle
1224441,Second Avenue,E 9th St,New York County,L,-67.09015467
1224442,Second Avenue,E 9th St,New York County,L,-67.09015467
1224447,Second Avenue,E 10th St,New York County,L,-67.06789956
1224448,Second Avenue,E 11th St,New York County,L,-67.22962109
1224449,Second Avenue,E 11th St,New York County,,-67.22962109
1224458,Second Avenue,E 12th St,New York County,L,-67.23499089
1224465,Second Avenue,E 13th St,New York County,L,-67.32591193
1224466,Second Avenue,E 13th St,New York County,L,-67.32591193
1224470,Second Avenue,E 14th St,New York County,L,-67.23499089
1224471,14th Street,2nd Ave,New York County,R,36.32682595
1224474,Second Avenue,E 18th St,New York County,L,-67.23499089
1224478,Second Avenue,E 19th St,New York County,L,-66.43686013
1224479,Second Avenue,E 19th St,New York County,L,-66.43686013
1224483,Second Avenue,E 20th St,New York County,L,-67.77037891
1224485,Second Avenue,E 3rd St,New York County,R,-67.1231282
1224489,Second Avenue,E 12th St,New York County,R,-67.12312819
1224491,Second Avenue,E 2nd St,New York County,L,-67.73793085
1224562,Third Avenue,E 15th St,New York County,R,-67.20347853
1224568,Third Avenue,E 16th St,New York County,R,-67.09423034
1224569,Third Avenue,E 16th St,New York County,R,-67.09423034
1224570,Third Avenue,E 16th St,New York County,R,-67.09423034
1224571,Third Avenue,E 16th St,New York County,R,-67.09423034
1224576,Third Avenue,E 17th St,New York County,R,-66.89819281
1224580,Third Avenue,E 19th St,New York County,R,-66.43686013
1224585,Third Avenue,E 20th St,New York County,R,-67.77037891
1224588,Third Avenue,E 16th St,New York County,L,-67.27850185
1224589,Third Avenue,E 16th St,New York County,L,-67.27850185
1224593,Third Avenue,E 17th St,New York County,L,-67.27850185
1224594,Third Avenue,E 17th St,New York County,L,-67.27850185
1224595,Third Avenue,E 17th St,New York County,L,-67.27850185
1224596,Third Avenue,E 17th St,New York County,L,-67.27850185
1224600,Third Avenue,E 18th St,New York County,L,-67.27850185
1224601,Third Avenue,E 18th St,New York County,L,-67.27850185
1224609,Third Avenue,E 19th St,New York County,L,-67.27850185
1224610,Third Avenue,E 19th St,New York County,L,-67.27850185
1224611,Third Avenue,E 19th St,New York County,L,-67.27850185
1224612,Third Avenue,E 19th St,New York County,L,-67.27850185
1224619,Third Avenue,E 20th St,New York County,L,-66.87915134
1224620,Third Avenue,E 20th St,New York County,L,-66.87915134
1224624,Third Avenue,E 11th St,New York County,R,-66.91486633
1224625,Third Avenue,E 11th St,New York County,R,-66.91486633
1224628,Third Avenue,E 12th St,New York County,R,-67.23499089
1224629,Third Avenue,E 12th St,New York County,R,-67.23499089
1224634,Third Avenue,E 13th St,New York County,R,-67.32591193
1224637,Third Avenue,E 10th St,New York County,L,-66.9564022
1224643,Third Avenue,E 11th St,New York County,L,-67.27850185
1224644,Third Avenue,E 11th St,New York County,L,-67.27850185
1224645,Third Avenue,E 11th St,New York County,L,-67.27850185
1224648,Third Avenue,E 12th St,New York County,L,-66.94869908
1224656,Third Avenue,E 13th St,New York County,L,-67.02484593
1224657,Third Avenue,E 13th St,New York County,L,-67.02484593
1224658,Third Avenue,E 13th St,New York County,,-67.02484593
1224663,Third Avenue,St Marks Pl,New York County,R,-66.37062227
1224665,Third Avenue,Stuyvesant St,New York County,R,0
1224666,Third Avenue,Stuyvesant St,New York County,R,0
1224667,Third Avenue,Stuyvesant St,New York County,R,0
1224668,Third Avenue,E 9th St,New York County,R,-67.67134362
1224672,Third Avenue,E 10th St,New York County,R,-67.28558765
1224673,Third Avenue,E 10th St,New York County,R,-67.28558765
1224676,Third Avenue,E 9th St,New York County,L,-66.80140949
1224682,Third Avenue,E 10th St,New York County,,-66.9564022
1224683,Third Avenue,E 10th St,New York County,L,-66.9564022
1224684,Third Avenue,E 10th St,New York County,,-66.9564022
1224685,Third Avenue,E 12th St,New York County,L,-66.94869908
1224687,Park Avenue,Union Sq E,New York County,R,-13.706961
1224688,Park Avenue,Union Sq E,New York County,R,-13.706961
1224689,Park Avenue,Union Sq E,New York County,R,-13.706961
1224690,Park Avenue,Union Sq E,New York County,R,-8.880659149
1224691,Park Avenue,Union Sq E,New York County,R,-8.880659149
1224692,Park Avenue,E 15th St,New York County,R,-67.35518045
1224693,Park Avenue,E 16th St,New York County,R,-67.18196626
1224694,Park Avenue,Union Sq E,New York County,R,38.53018001
1224695,Park Avenue,Union Sq E,New York County,R,38.53018001
1224696,Park Avenue,Union Sq E,New York County,R,38.53018001
1224697,Park Avenue,Union Sq E,New York County,,38.53018001
1224698,Park Avenue,E 17th St,New York County,R,-73.00917671
1224699,Broadway,Union Sq W,New York County,L,36.59108827
1224700,Broadway,Union Sq W,New York County,L,36.59108827
1224701,Broadway,E 15th St,New York County,L,-66.87347961
1224702,Broadway,E 15th St,New York County,L,-66.87347961
1224703,Broadway,Union Sq W,New York County,L,35.86982351
1224704,Broadway,Union Sq W,New York County,L,35.86982351
1224705,Broadway,Union Sq W,New York County,L,35.86982351
1224706,Broadway,E 16th St,New York County,L,-67.12633481
1224707,Broadway,E 16th St,New York County,L,-67.12633481
1224708,Broadway,Union Sq W,New York County,L,35.25635872
1224709,Broadway,Union Sq W,New York County,L,35.25635872
1224710,Broadway,Union Sq W,New York County,L,35.25635872
1224711,Broadway,E 17th St,New York County,L,-66.91068293
1224712,Union Square,E 17th St,New York County,L,-66.91068293
1224713,Park Avenue,Union Sq E,New York County,,38.53018001
1224722,University Place,E 10th St,New York County,R,-67.12312819
1224727,University Place,E 11th St,New York County,R,-67.4794344
1224731,University Place,E 12th St,New York County,R,-66.92427373
1224738,University Place,E 13th St,New York County,R,-67.0112832
1224745,University Place,E 9th St,New York County,L,-67.10273688
1224753,University Place,E 10th St,New York County,L,-66.96724341
1224758,University Place,E 11th St,New York County,L,-67.12194197
1224759,University Place,E 11th St,New York County,L,-67.12194197
1224767,University Place,E 12th St,New York County,,-67.38013505
1224773,University Place,E 13th St,New York County,,-67.13866002
1224774,University Place,E 13th St,New York County,L,-67.13866002
1224785,University Place,Washington Sq N,New York County,L,-63.80579011
1224787,University Place,Washington Mews,New York County,L,-67.16634582
1224791,Broad Street,Exchange Pl,New York County,L,-68.62937773
1224798,Broad Street,Marketfield St,New York County,L,-74.96956948
1224803,Broad Street,Bridge St,New York County,L,-86.23596514
1224805,Broad Street,Beaver St,New York County,R,83.46786331
1224807,Broad Street,S William St,New York County,R,72.34987578
1224808,Broad Street,Pearl St,New York County,R,77.09259133
1224813,Broad Street,Exchange Pl,New York County,R,-69.74936649
1224816,Broadway,Marketfield St,New York County,R,-74.96956948
1224820,Broadway,Beaver St,New York County,R,-86.68221883
1224828,Broadway,Wall St,New York County,R,-59.98163257
1224829,Broadway,Battery Pl,New York County,L,-86.90594194
1224833,Broadway,Morris St,New York County,L,-71.08891993
1224851,Maiden Lane,Liberty St,New York County,L,-59.65675111
1224852,Maiden Lane,Liberty St,New York County,L,-59.65675111
1224858,Maiden Lane,Pearl St,New York County,L,45
1224863,Maiden Lane,Nassau St,New York County,L,48.12213047
1224865,Maiden Lane,Liberty St,New York County,L,-59.65675111
1224876,Nassau Street,Liberty St,New York County,L,-62.10272897
1224889,Nassau Street,Pine St,New York County,,-58.20792846
1224890,Broad Street,Stone St,New York County,L,-89.54886145
1224915,Wall Street,Beaver St,New York County,L,82.40535663
1224929,Wall Street,William St,New York County,R,43.42344994
1224938,Wall Street,Front St,New York County,R,55.6539026
1224939,Wall Street,Front St,New York County,R,55.6539026
1224941,Wall Street,South St,New York County,R,57.69266555
1224949,Broadway,,New York County,L,-67.75097634
1224953,Broadway,Rector St,New York County,L,-73.61045966
1224954,Broadway,Rector St,New York County,L,-73.61045966
1224956,Broadway,Thames St,New York County,L,-66.37062227
1224957,Broadway,Thames St,New York County,L,-66.37062227
1224958,Broadway,Thames St,New York County,L,-66.37062227
1224959,Broadway,Thames St,New York County,L,-66.37062227
1224960,Broadway,Cedar St,New York County,L,-62.96913974
1224961,Broadway,Morris St,New York County,L,-71.08891993
1224969,Broadway,Fulton St,New York County,,-64.98310652
1224970,Broadway,Dey St,New York County,L,-65.36160327
1224972,Broadway,Vesey St,New York County,L,-64.9831065
1224977,Broadway,Barclay St,New York County,L,-63.86899945
1224978,Broadway,Barclay St,New York County,,-63.86899945
1224979,Broadway,Barclay St,New York County,L,-63.86899945
1224981,Broadway,Park Pl,New York County,L,-65.04231675
1224982,Broadway,Park Pl,New York County,L,-65.04231675
1224983,Broadway,Murray St,New York County,L,-65.58253425
1224985,Broadway,Warren St,New York County,L,-65.97349342
1224986,Broadway,Warren St,New York County,L,-65.97349342
1224987,Broadway,Warren St,New York County,L,-65.97349342
1224995,Broadway,Chambers St,New York County,L,-66.16125982
1224998,Broadway,Reade St,New York County,L,-65.68620351
1225003,Broadway,Duane St,New York County,L,-65.22485943
1225008,Broadway,Thomas St,New York County,L,-64.95740182
1225009,Broadway,Thomas St,New York County,L,-64.95740182
1225010,Broadway,Thomas St,New York County,L,-64.95740182
1225011,Broadway,Thomas St,New York County,L,-64.95740182
1225014,Broadway,Worth St,New York County,L,-65.01876039
1225015,Broadway,Worth St,New York County,L,-65.01876039
1225016,Broadway,Reade St,New York County,L,-65.68620351
1225020,Broadway,Murray St,New York County,L,-65.58253425
1225021,Broadway,Reade St,New York County,,-65.68620351
1225024,Church Street,Vesey St,New York County,R,-66.80140949
1225026,Church Street,Park Pl,New York County,R,-65.04231675
1225034,Church Street,Murray St,New York County,R,-65.58253425
1225035,Church Street,Murray St,New York County,R,-65.58253425
1225036,Church Street,Murray St,New York County,R,-65.58253425
1225038,Church Street,Warren St,New York County,R,-65.97349342
1225039,Church Street,Warren St,New York County,,-65.97349342
1225040,Church Street,Warren St,New York County,,-65.97349342
1225048,Church Street,Chambers St,New York County,R,-66.16125982
1225055,Church Street,Reade St,New York County,R,-65.68620351
1225056,Church Street,Reade St,New York County,R,-65.68620351
1225065,Church Street,Duane St,New York County,R,-65.72555887
1225068,Church Street,Barclay St,New York County,L,-66.48544332
1225069,Church Street,Park Pl,New York County,L,-65.95577673
1225070,Church Street,Park Pl,New York County,L,-65.95577673
1225072,Church Street,Murray St,New York County,L,-65.9168038
1225074,Church Street,Warren St,New York County,L,-65.62353138
1225076,Church Street,Chambers St,New York County,L,-64.37413977
1225077,Church Street,Chambers St,New York County,L,-64.37413977
1225084,Church Street,Reade St,New York County,L,-65.79072527
1225085,Greenwich Street,Chambers St,New York County,R,-66.19405648
1225087,Greenwich Street,Chambers St,New York County,R,-66.19405648
1225088,Greenwich Street,Murray St,New York County,R,-65.99285337
1225089,Greenwich Street,Murray St,New York County,R,-65.99285337
1225095,Greenwich Street,Warren St,New York County,R,-65.40422846
1225097,Greenwich Street,Chambers St,New York County,R,-66.19405648
1225098,Hudson Street,Reade St,New York County,L,-66.03751103
1225099,West Broadway,Barclay St,New York County,,-66.48544332
1225103,West Broadway,Murray St,New York County,,-65.9168038
1225107,West Broadway,Warren St,New York County,,-65.62353138
1225108,West Broadway,Murray St,New York County,L,-65.99285337
1225113,West Broadway,Warren St,New York County,L,-65.40422846
1225124,Broadway,Cortlandt St,New York County,L,-64.75402644
1225129,Avenue A,E 4th St,New York County,R,-66.59219265
1225130,Avenue A,E 4th St,New York County,R,-66.59219265
1225131,Avenue A,E 4th St,New York County,R,-66.59219265
1225134,,6/26/2017,,,
1225135,Avenue A,E 3rd St,New York County,R,-67.18833614
1225136,Avenue A,E 3rd St,New York County,R,-67.18833614
1225142,Avenue A,E 2nd St,New York County,R,-66.50143432
1225147,Avenue A,E 6th St,New York County,R,-67.10013347
1225148,Avenue A,E 5th St,New York County,R,-67.10013347
1225151,Avenue A,E 12th St,New York County,R,-66.89088747
1225155,Avenue A,E 11th St,New York County,R,-66.89088747
1225163,Avenue A,E 13th St,New York County,R,-67.10013347
1225164,Avenue A,E 13th St,New York County,R,-67.10013347
1225169,Avenue A,E 12th St,New York County,R,-66.89088747
1225170,Avenue A,E 12th St,New York County,R,-66.89088747
1225171,Avenue A,E 14th St,New York County,R,-65.69545074
1225172,Avenue A,E 7th St,New York County,R,-67.27589785
1225173,Avenue A,E 3rd St,New York County,R,-67.18833614
1225181,Avenue A,E 13th St,New York County,L,-67.27026792
1225182,Avenue A,E 13th St,New York County,L,-67.27026792
1225183,Avenue A,E 13th St,New York County,L,-67.27026792
1225186,Avenue A,E 12th St,New York County,L,-67.27026792
1225187,Avenue A,E 11th St,New York County,L,-67.27026792
1225188,Avenue A,E 11th St,New York County,L,-67.27026792
1225192,Avenue A,E 10th St,New York County,L,-67.05106272
1225197,Avenue A,E 9th St,New York County,L,-67.27026792
1225207,Avenue A,E 7th St,New York County,L,-67.05106272
1225218,Avenue A,E 4th St,New York County,L,-67.17793712
1225222,Avenue A,E 3rd St,New York County,L,-67.17793712
1225223,Avenue A,E 3rd St,New York County,L,-67.17793712
1225230,Avenue A,E 2nd St,New York County,L,-67.89055166
1225237,Avenue A,E 1st St,New York County,L,-65.24145247
1225238,Avenue A,E 9th St,New York County,L,-67.27026792
1225240,Avenue A,St Marks Pl,New York County,L,-67.27026792
1225243,Avenue A,E 4th St,New York County,L,-67.17793712
1225244,Avenue A,E 6th St,New York County,L,-66.95804053
1225245,Avenue A,E 6th St,New York County,L,-66.95804053
1225247,Avenue A,E 7th St,New York County,L,-67.05106272
1225253,Avenue B,E Houston St,New York County,R,-73.04468695
1225254,Avenue B,E 4th St,New York County,R,-66.94869908
1225259,Avenue B,E 3rd St,New York County,R,-67.24236368
1225260,Avenue B,E 3rd St,New York County,R,-67.24236368
1225267,Avenue B,E 2nd St,New York County,R,-66.94869908
1225268,Avenue B,E 8th St,New York County,R,-67.03622694
1225270,Avenue B,E 7th St,New York County,R,-67.20035598
1225271,Avenue B,E 7th St,New York County,R,-67.20035598
1225276,Avenue B,E 6th St,New York County,R,-67.24236368
1225277,Avenue B,E 10th St,New York County,R,-67.24236368
1225282,Avenue B,E 9th St,New York County,R,-67.15544687
1225283,Avenue B,E 9th St,New York County,R,-67.15544687
1225285,Avenue B,E 8th St,New York County,R,-67.03622694
1225289,Avenue B,E 11th St,New York County,R,-67.41433128
1225303,Avenue B,E 13th St,New York County,R,-67.08309738
1225308,Avenue B,E 12th St,New York County,R,-66.83071679
1225310,Avenue B,E 2nd St,New York County,L,-66.50143432
1225314,Avenue B,E 4th St,New York County,L,-66.59219265
1225322,Avenue B,E 3rd St,New York County,L,-67.18833614
1225323,Avenue B,E 3rd St,New York County,L,-67.18833614
1225328,Avenue B,E 5th St,New York County,L,-67.10013347
1225330,Avenue B,E 4th St,New York County,L,-66.59219265
1225331,Avenue B,E 7th St,New York County,L,-67.16634583
1225339,Avenue B,E 12th St,New York County,L,-66.89088747
1225343,Avenue B,E 11th St,New York County,L,-66.89088747
1225350,Avenue B,E 10th St,New York County,L,-67.10013347
1225351,Avenue B,E 5th St,New York County,L,-67.10013347
1225359,Avenue B,E 13th St,New York County,L,-67.10013347
1225368,Avenue B,E 12th St,New York County,L,-66.89088747
1225370,Avenue C,E 2nd St,New York County,L,-66.94869908
1225372,Avenue C,E 3rd St,New York County,L,-67.24236368
1225373,Avenue C,E 4th St,New York County,L,-66.94869908
1225376,Avenue C,E 5th St,New York County,L,-66.84139258
1225377,Avenue C,E 5th St,New York County,L,-66.84139258
1225381,Avenue C,E 6th St,New York County,L,-67.24236368
1225382,Avenue C,E 6th St,New York County,L,-67.24236368
1225386,Avenue C,E 7th St,New York County,L,-67.20035598
1225387,Avenue C,E 7th St,New York County,L,-67.20035598
1225390,Avenue C,E 8th St,New York County,L,-67.03622694
1225394,Avenue C,E 9th St,New York County,L,-67.15544687
1225400,Avenue C,E 10th St,New York County,L,-67.24236368
1225401,Avenue C,E 10th St,New York County,L,-67.24236368
1225402,Avenue C,E 10th St,New York County,L,-67.24236368
1225403,Avenue C,E 10th St,New York County,L,-67.24236368
1225405,Avenue C,E 11th St,New York County,L,-67.41433128
1225406,Avenue C,E 11th St,New York County,L,-67.41433128
1225411,Avenue C,E 12th St,New York County,L,-66.83071679
1225413,Avenue C,E 14th St,New York County,L,-66.19405648
